Var193_embed_0,Var193_embed_1,Var193_embed_2,Var193_embed_3,Var193_embed_4,Var193_embed_5,Var193_embed_6,Var193_embed_7,Var193_embed_8,Var193_embed_9,Var193_embed_10,Var193_embed_11,Var193_embed_12,Var193_embed_13,Var193_embed_14,Var193_embed_15,Var193_embed_16,Var193_embed_17,Var193_embed_18,Var193_embed_19,Var193_embed_20,Var193_embed_21,Var193_embed_22,Var193_embed_23,Var193
0.074606284,0.025432814,0.077281125,-0.08697491,-0.008437143,-0.09402206,0.004961554,0.008941918,-0.076916575,0.09491879,-0.09022944,-0.06716927,-0.07205176,0.067021996,0.05222729,-0.07465606,-0.078363545,-0.065966874,0.0477381,-0.028874025,0.048325952,-0.0401018,0.056372628,-0.031067612,LrdVolaSGUfkVeWC
0.022954945,-0.05316714,0.070165254,-0.021822114,0.0035800012,-0.048081245,0.0068319407,0.066868834,-0.08057554,0.03070931,-0.020469502,-0.026636165,-0.07374679,0.08424187,0.033175386,0.0007729117,-0.038908456,-0.0359646,0.043442864,-0.044353567,0.060593467,-0.07172398,0.017225992,0.009253734,LrdZy8QqgUfkVShG
0.055787828,-0.038121372,0.016517058,-0.065424494,-0.0063533634,-0.09021703,-0.03251586,0.049393047,-0.08083309,0.08066925,-0.07981107,0.0077520427,-0.07847646,0.025880523,0.01443827,0.005332439,-0.07219443,-0.048395958,0.045974724,-0.076148406,0.024666445,-0.020023607,0.036716264,-0.059425745,MJdP52puUMWhmExsNdlkGDbNTFln2Eg
0.043369163,0.01589822,0.0641867,-0.03801301,-0.07760106,-0.040070295,-0.075245105,0.07096833,-0.086601555,0.12336748,-0.08420407,-0.034024004,-0.06752192,-0.012090338,0.06633041,-0.096133776,-0.026145536,-0.025150254,0.046170432,-0.069526635,0.024886554,-0.0530301,0.026988171,-0.07639182,ND3t9Yro9U
0.04031141,-0.017169997,0.0018733771,-0.03917738,0.0070223734,-0.051188238,-0.041545827,0.06562965,-0.0385666,0.08060417,-0.03397353,-0.014225626,-0.011124821,0.024060747,0.02820315,0.0054346924,-0.058370054,-0.011637353,0.04516369,-0.08683211,0.04294645,-0.026915923,-0.007235553,0.02805894,NMCEYavk0YOlqn2jHeEDjP0xsdXeAZGnZDN0NOfV
0.010968764,-0.00033320067,-0.019678766,-0.064536646,-0.042859204,-0.00090855634,-0.023592789,0.009626525,0.030857498,0.047938544,-0.047428776,-0.06751994,0.007018203,0.046509564,0.028987667,-0.008256728,0.029124292,-0.0044982038,0.05213242,-0.051253233,0.06878447,-0.06759146,-0.001863915,0.0071541416,NRCqczK
0.041872494,-0.007907696,0.028977638,-0.05656048,0.035302445,-0.0017271172,0.042674754,-0.03736974,0.024960753,0.05635904,-0.01619746,-0.053291366,-0.009911119,0.017030546,0.03450241,-0.010749693,-0.045565046,-0.042787835,0.02382767,-0.033295758,0.03201102,-0.014727598,-0.015320723,-0.008590242,OpDzzQJ
0.08252318,-0.06077577,-0.008538927,-0.051338617,-0.025490904,-0.033820007,-0.0037276587,-0.0040184744,-0.027162774,0.058906447,-0.0505862,-0.07361998,-0.033665664,0.026244499,-0.0014781506,-0.06391119,-0.044385858,-0.072209775,0.03720326,1.7505452e-05,0.017910743,-0.024370786,-0.0013840995,-0.069572896,PomAbFU
0.0202479,0.010866773,0.06225896,-0.011962033,0.021861443,-0.042223126,-0.046215545,-0.016491942,0.029607963,-0.008928892,-0.036371153,-0.0046507935,0.02905525,-0.0011605737,0.033020493,-0.008315916,-0.029949639,-0.01221596,0.022502137,0.008813061,-0.009548547,-0.045042012,0.026757175,0.022535581,QG5U1Qs9mF3805lxYz2cGPnrm
0.15890539,0.006720877,0.12131692,-0.1329388,-0.10554072,0.026040647,-0.0345229,0.10431753,-0.14072625,-0.019852214,-0.0010125842,-0.1139747,-0.08979208,-0.013863565,0.034794252,-0.07424203,-0.11701196,0.0043962155,0.127121,-0.11315611,0.07969496,-0.11787914,0.09199265,-0.100884385,RO12
0.012704577,-0.018232238,-0.0032234506,-0.048539996,-0.016663784,-0.036977775,0.03280735,0.04600474,0.022448702,0.011919955,-0.007472028,-0.027374947,-0.018481653,0.005905252,0.017380632,-0.003538036,0.011663365,0.007493957,-0.033146366,-0.0056032035,-0.026025828,-0.041176207,0.017846592,-0.04061289,SrUWsbENd7prk
0.0120017985,0.041514583,-0.007833973,0.038877398,0.057696,-0.028664006,0.035908956,-0.046614602,0.059568793,-0.03789726,0.02683282,0.0036656929,0.02368602,0.02193989,0.029203918,-0.006864241,-0.021755612,0.05656362,-0.025969481,0.05851159,0.03109955,-0.0042862017,-0.032940406,0.034153488,T9RM7fDFhhZjjBFsk5zptG
0.008200406,-0.06509223,0.029309412,-0.0853597,-0.002116137,-0.05079211,-0.06984471,0.087682165,-0.04320422,0.074200444,-0.064366445,-0.05739792,-0.047071513,0.040374905,0.095348805,-0.023760159,-0.02771315,-0.0029713896,0.07823054,-0.029420145,0.060925286,-0.08850496,0.073536016,-0.015408697,TW8dXluYzKpktZjuY8kSPBaZa
-0.02998258,-0.04369743,0.044791732,-0.026177937,0.021091314,0.04299577,-0.02615106,0.00035403715,-0.032973405,0.03620235,0.032526243,0.004285239,0.02188009,0.0074171424,-0.023640582,0.04026973,0.032654993,0.031152187,-0.0022365164,0.020586496,-0.04475879,-0.039521582,-0.048757367,0.015311481,X1rJx42ksaRn3qcM
0.015481357,-0.059401963,-0.013447986,-0.036680996,0.010063894,-0.017411279,-0.041374877,0.008498303,-0.05833732,0.002441276,-0.042823996,0.014717884,-0.025793191,-0.0006685472,-0.003640187,-0.035014175,-0.033077855,-0.08070259,0.015956106,-0.0022480856,0.048608977,-0.07398046,-0.015439112,-0.04035127,X2uI6IsGev
0.03787184,-0.06546804,0.06382865,-0.066790976,-0.07106587,-0.05807689,-0.04978926,0.0081083495,-0.06397696,0.09874139,-0.11089453,-0.063836776,-0.004414204,-0.014114898,0.081548996,-0.06916768,-0.02516841,-0.058937263,-0.0049555986,-0.04392784,0.057862688,0.002808464,0.053547185,-0.013579661,_7J0OGNN8s6gFzbM
0.038337253,-0.06778804,0.03902774,-0.043596078,0.0054854313,-0.038177982,-0.061433714,0.069341175,0.010909331,0.04155629,-0.020867579,-0.033359066,0.014073962,0.024500579,0.04527261,0.018223327,-0.05272122,-0.018797416,0.06855032,-0.02587727,0.067973934,-0.046681188,0.07412054,-0.062238585,bYmQ4nc
0.01926983,-0.050554343,0.058155015,-0.017458271,-0.089293525,-0.11307646,-0.03751891,0.09373569,-0.083937,0.09428772,-0.018490884,-0.10173537,-0.056629043,0.05625592,0.054162763,-0.07073653,-0.055053283,-0.07971084,0.05363719,-0.08460837,0.0026795904,-0.045974664,0.086572684,-0.024796983,e6CkoqApVR
0.07177854,-0.036071673,0.08660444,-0.027110869,0.0029112264,-0.08551221,0.008327449,0.024676017,-0.045624662,-0.0025449991,-0.07229194,-0.015279916,-0.07756081,-0.04284897,0.044032857,-0.049381685,-0.07588356,-0.08215744,0.04235001,-0.07929311,-0.0014910906,-0.006211124,0.07438064,-0.085205406,eSGpMwS8zSGgq_trOpckZ5
0.047325917,0.029757885,-0.0219284,-0.029414512,-0.0006268773,0.01281571,-0.02022105,-0.02423396,-0.013565301,0.028759412,0.0252237,-0.053105727,-0.061417155,0.03691989,0.051394835,-0.027278233,-0.0022974296,0.025270436,0.013603099,-0.059021033,-0.021405539,0.037330072,0.03918258,-0.029661363,g62hiBSaKg
-0.024902433,-0.009239047,0.009927283,0.0065920916,-0.043291286,-0.034128163,-0.062329445,0.028364506,-0.06869543,0.07040116,-0.07018353,-0.004856531,-0.048830785,-0.027775574,-0.0012844397,-0.026919102,-0.03151543,0.012942433,0.027952213,0.0028077941,0.011874484,0.020692253,0.02123651,-0.06772719,hnq7pOcHWLojUTXc7HQutLwmffdy
0.021673119,-0.10892662,0.033766214,-0.027605722,-0.07456077,-0.09747755,-0.075416595,0.09446973,-0.023281388,0.07996634,-0.046726275,-0.032068875,-0.092998885,0.08737128,0.1081267,-0.009334298,-0.044678792,-0.03359734,0.0065209838,-0.030534377,0.040567573,-0.028315915,0.093712576,-0.027592866,iKEouAWeUBYR3fQ5tZmt_bDPIn6qT7tIGHs8L
0.0045537744,-0.045445815,0.05044569,-0.0780699,-0.07533958,0.0012898751,0.0043963837,0.018786313,0.016531518,0.023341179,-0.027410418,-0.009299452,0.006006691,0.07513908,0.051522646,-0.059070036,-0.0012600904,-0.0058971946,-0.012956391,-0.0149417985,0.054916378,-0.0031219006,0.032805,-0.062232018,msph93375qXRfw6hcMceRRIDdmHq8wn
0.04228621,-0.06759854,0.07095189,-0.050980665,-0.0969027,-0.06651501,0.0115501555,0.039148994,-0.07482116,0.066928186,-0.060118172,-0.08435026,-0.032492865,0.08747983,0.08091088,-0.061202962,-0.06687987,-0.0045561665,0.0146158915,-0.03004747,-0.0055602044,-0.074408084,0.09057772,-0.0017162898,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890
-0.034237083,0.052241445,0.03826335,-0.016283862,-0.0059716585,0.017116621,-0.02489599,0.033556152,-0.02047344,-0.0055209626,-0.029861417,-0.005252496,0.03918475,-0.03943283,0.019013714,0.036657307,-0.016413707,-0.035893634,-0.014119718,0.004770113,0.005667855,0.016647995,0.022947323,0.024530077,qqimvRzsp8ZZdKRPgzLg68joSn_k
0.0004909303,0.009381938,0.04979492,0.008177591,-0.07273986,-0.02463257,-0.03864886,0.005424214,-0.009983797,0.024078723,-0.010195007,0.012487672,-0.05857058,-0.029060422,0.0063063256,-0.041725032,-0.0080714915,0.031197283,-0.0028467928,-0.02660733,0.02996281,0.008535065,0.037195075,0.027106283,rEUOq2QD1qfkRr6qpua
0.028782433,-0.02806956,0.07441027,-0.026873048,-0.0024275938,-0.048603468,0.025211697,0.06396078,-0.06803038,0.02246452,-0.04735185,-0.0659168,0.008823284,0.025269376,0.08710203,-0.026801173,-0.07037016,-0.06364632,0.01810411,-0.048184834,0.018666934,-0.034809183,0.038385022,-0.05464264,snf9xe6PBwBZ8lKzhEz
0.014022944,-0.07952728,-0.015901785,-0.07430044,-0.03510215,-0.06015443,-0.0075859716,0.0075368695,0.015518302,-0.008450442,-0.039620195,-0.0423759,0.008326366,0.024243794,0.019040043,-0.08279841,-0.07192787,0.012207078,-0.006151062,-0.0100386785,-0.013912141,-0.07989582,0.003078845,-0.0039712144,ues7INAmyjdS1vDd0YL9jU
0.0140437065,0.0065838834,0.05837558,-0.062244575,-0.03576774,-0.0849116,-0.08210013,0.050426807,-0.09551498,0.068431795,-0.017515467,-0.061062,-0.030835599,0.028564924,0.0017779317,-0.07105242,-0.02089641,-0.09409646,0.076003395,-0.07174211,0.015243093,-0.070710994,0.09974307,-0.07956257,vuPfq6YcbX
0.03926906,-0.045434278,0.07258462,-0.04605169,-0.08359366,-0.09066211,0.011055655,-0.006408738,-0.026083184,0.09391754,-0.07872988,-0.06761018,-0.012997768,0.043303862,0.0068754065,-0.06483127,-0.0425956,-0.054340526,0.08100892,-0.069468826,0.033142135,-0.041707467,-0.00790702,-0.03243459,w9ygS99Qp_
0.054045323,-0.040581238,-0.023193303,0.01925411,-0.008451174,-0.049058553,-0.051497594,0.059719257,-0.003798428,0.059140693,-0.042926215,0.009220767,-0.041446134,0.018419562,-0.0031597065,-0.057153646,-0.06262231,-0.026623318,-0.014774525,-0.04517305,0.003133109,0.009771486,-0.0051342365,-0.030878404,wvnt2iBhAPeGqIKaFUxJc6ca3IYp
0.032973163,-0.036087267,-0.024044173,-0.0089970585,-0.027296286,-0.06946408,-0.040271882,0.011665723,0.025368927,-0.017265812,0.008090141,-0.03137017,-0.06335503,0.047495577,0.014012695,-0.040197317,-0.037685677,0.013929151,0.04787864,-0.040109355,0.011436892,0.01645604,-0.021773173,0.012419206,yaM_UXtlxCFW5NHTcftwou7BmXcP9VITdHAto
0.020531699,-0.04136181,0.062459648,-0.03855036,0.0001962464,-0.05044619,0.011366489,0.052954696,-0.008060358,0.06443337,-0.036138732,-0.005405779,0.0006075088,-0.02875939,0.052691173,0.0040560304,0.011030574,0.013127717,0.00090437935,-0.051894646,0.00038518544,-0.06282031,0.057335455,-0.029013738,z3s4Ji522ZB1FauqOOqbkl
-0.034335025,-0.061971035,0.043237194,-0.057857875,0.0037212814,-0.022176314,-0.05520578,0.021442953,-0.057452466,0.021878062,-0.008417618,-0.031459704,0.0040447516,-0.0040883743,-0.011532599,-0.04178332,0.029358895,0.008516036,0.041324683,-0.031976257,0.0073990445,-0.040378362,0.008526138,-0.0055395057,zPhCMhkz9XiOF7LgT9VfJZ3yI
